Tabela;Coluna;Tipo;Nullable;Default;Constraint;Comentário;Linhas Tabela;Posição;
F3I_LOG_TITENS_NFE;BASE_CALC_COFINS_SERV;NUMBER(17,8);NULL;;;;37704;86;
F3I_LOG_TITENS_NFE;BASE_CALC_CSLL_SERV;NUMBER(17,8);NULL;;;;37704;87;
F3I_LOG_TITENS_NFE;BASE_CALC_FUNRURAL;NUMBER(17,8);NULL;;;;37704;88;
F3I_LOG_TITENS_NFE;BASE_CALC_INSS;NUMBER(17,8);NULL;;;;37704;89;
F3I_LOG_TITENS_NFE;BASE_CALC_IR;NUMBER(17,8);NULL;;;;37704;90;
F3I_LOG_TITENS_NFE;BASE_CALC_PIS_COFINS_CSLL;NUMBER(17,8);NULL;;;;37704;91;
F3I_LOG_TITENS_NFE;BASE_CALC_PIS_SERV;NUMBER(17,8);NULL;;;;37704;92;
F3I_LOG_TITENS_NFE;TP_OPER_ID;NUMBER(10,0);NULL;;;;37704;93;
F3I_LOG_TITENS_NFE;VLR_DESP_CUSTO_SUBTR;NUMBER(17,8);NULL;;;;37704;94;
F3I_LOG_TITENS_NFE;IND_FRETE_NFS;NUMBER(1,0);NULL;;;;37704;95;
F3I_LOG_TITENS_NFE;DIVD_ID;NUMBER(10,0);NULL;;;;37704;96;
F3I_LOG_TITENS_NFE;ITFAC_ID;NUMBER(10,0);NULL;;;;37704;97;
F3I_LOG_TITENS_NFE;DCFAC_ID;NUMBER(10,0);NULL;;;;37704;98;
F3I_LOG_TITENS_NFE;VLR_DIF_ICMS;NUMBER(17,8);NULL;;;;37704;99;
F3I_LOG_TITENS_NFE;BASE_DIF_ICMS;NUMBER(17,8);NULL;;;;37704;100;
F3I_LOG_TITENS_NFE;BASE_CALC_PIS;NUMBER(17,8);NULL;;;;37704;101;
F3I_LOG_TITENS_NFE;BASE_CALC_COFINS;NUMBER(17,8);NULL;;;;37704;102;
F3I_LOG_TITENS_NFE;BASE_CALC_ISSQN;NUMBER(17,8);NULL;;;;37704;103;
F3I_LOG_TITENS_NFE;ALIQ_RED_ICMS;NUMBER(5,2);NULL;;;;37704;104;
F3I_LOG_TITENS_NFE;ALIQ_PIS_SERV;NUMBER(5,2);NULL;;;;37704;105;
F3I_LOG_TITENS_NFE;ALIQ_COFINS_SERV;NUMBER(5,2);NULL;;;;37704;106;
F3I_LOG_TITENS_NFE;ALIQ_CSLL_SERV;NUMBER(5,2);NULL;;;;37704;107;
F3I_LOG_TITENS_NFE;ALIQ_PIS_COFINS_CSLL;NUMBER(5,2);NULL;;;;37704;108;
F3I_LOG_TITENS_NFE;ALIQ_ICMS_DIFERENCIAL;NUMBER(5,2);NULL;;;;37704;109;
F3I_LOG_TITENS_NFE;BASE_ICMS_SEM_REDUCAO;NUMBER(17,8);NULL;;;;37704;110;
F3I_LOG_TITENS_NFE;BASE_ICMS_SUB_S_CRED;NUMBER(17,8);NULL;;;;37704;111;
F3I_LOG_TITENS_NFE;VLR_ICMS_SUB_S_CRED;NUMBER(17,8);NULL;;;;37704;112;
F3I_LOG_TITENS_NFE;ALIQ_DIFERIM_ICMS;NUMBER(7,4);NULL;;;;37704;113;
F3I_LOG_TITENS_NFE;TMOD_ID;NUMBER(10,0);NULL;;;;37704;114;
F3I_LOG_TITENS_NFE;CST_PIS;VARCHAR2(2);NULL;;;;37704;115;
F3I_LOG_TITENS_NFE;CST_ICMS;VARCHAR2(2);NULL;;;;37704;116;
F3I_LOG_TITENS_NFE;CST_IPI;VARCHAR2(2);NULL;;;;37704;117;
F3I_LOG_TITENS_NFE;CST_COFINS;VARCHAR2(2);NULL;;;;37704;118;
F3I_LOG_TITENS_NFE;COD_MOD_BC_ICMS;NUMBER(1,0);NULL;;;;37704;119;
F3I_LOG_TITENS_NFE;COD_MOD_BC_ICMS_ST;NUMBER(1,0);NULL;;;;37704;120;
F3I_LOG_TITENS_NFE;VLR_DESP_ICMS;NUMBER(17,8);NULL;;;;37704;121;
F3I_LOG_TITENS_NFE;VLR_DESP_IPI;NUMBER(17,8);NULL;;;;37704;122;
F3I_LOG_TITENS_NFE;TCOD_IRRF_ID;NUMBER(10,0);NULL;;;;37704;123;
F3I_LOG_TITENS_NFE;TCOD_PIS_ID;NUMBER(10,0);NULL;;;;37704;124;
F3I_LOG_TITENS_NFE;TCOD_COFINS_ID;NUMBER(10,0);NULL;;;;37704;125;
F3I_LOG_TITENS_NFE;TCOD_CSLL_ID;NUMBER(10,0);NULL;;;;37704;126;
F3I_LOG_TITENS_NFE;TCOD_IMPOSTOS_ID;NUMBER(10,0);NULL;;;;37704;127;
F3I_LOG_TITENS_NFE;BASE_CREDITO_ICMS;NUMBER(17,8);NULL;;;;37704;128;
F3I_LOG_TITENS_NFE;VLR_CREDITO_ICMS;NUMBER(17,8);NULL;;;;37704;129;
F3I_LOG_TITENS_NFE;BASE_DIFERIM_ICMS;NUMBER(17,8);NULL;;;;37704;130;
F3I_LOG_TITENS_NFE;VLR_DIFERIM_ICMS;NUMBER(17,8);NULL;;;;37704;131;
F3I_LOG_TITENS_NFE;DISP_LEG_ICMS;VARCHAR2(500);NULL;;;;37704;132;
F3I_LOG_TITENS_NFE;DISP_LEG_RED_ICMS;VARCHAR2(500);NULL;;;;37704;133;
F3I_LOG_TITENS_NFE;DISP_LEG_DIFERIM_ICMS;VARCHAR2(500);NULL;;;;37704;134;
F3I_LOG_TITENS_NFE;VLR_PAUTA;NUMBER(17,8);NULL;;;;37704;135;
F3I_LOG_TITENS_NFE;ALIQ_DESC_ICMS_LICIT;NUMBER(5,2);NULL;;;;37704;136;
F3I_LOG_TITENS_NFE;VLR_DESC_ICMS_LICIT;NUMBER(17,8);NULL;;;;37704;137;
F3I_LOG_TITENS_NFE;DISP_LEG_IPI;VARCHAR2(500);NULL;;;;37704;138;
F3I_LOG_TITENS_NFE;IND_GEN_DESP_FRETE;NUMBER(1,0);NULL;;;;37704;139;
F3I_LOG_TITENS_NFE;VLR_PAUTA_ICMS_ST;NUMBER(17,8);NULL;;;;37704;140;
F3I_LOG_TITENS_NFE;VLR_REP_POL_PRECO;NUMBER(17,8);NULL;;;;37704;141;
F3I_LOG_TITENS_NFE;OBS_ITEM_CONF;VARCHAR2(500);NULL;;;;37704;142;
F3I_LOG_TITENS_NFE;CSOSN_ICMS;VARCHAR2(3);NULL;;;;37704;143;
F3I_LOG_TITENS_NFE;COD_ORIGEM;NUMBER(2,0);NULL;;;;37704;144;
F3I_LOG_TITENS_NFE;COD_BC_CREDITO;VARCHAR2(2);NULL;;;;37704;145;
F3I_LOG_TITENS_NFE;BASE_CALC_II;NUMBER(17,8);NULL;;;;37704;146;
F3I_LOG_TITENS_NFE;ALIQ_II;NUMBER(5,2);NULL;;;;37704;147;
F3I_LOG_TITENS_NFE;VLR_II;NUMBER(17,8);NULL;;;;37704;148;
F3I_LOG_TITENS_NFE;VLR_DESP_ADU;NUMBER(17,8);NULL;;;;37704;149;
F3I_LOG_TITENS_NFE;VLR_IOF;NUMBER(17,8);NULL;;;;37704;150;
F3I_LOG_TITENS_NFE;VLR_DESP_OUTROS;NUMBER(17,8);NULL;;;;37704;151;
F3I_LOG_TITENS_NFE;VLR_SEGURO;NUMBER(17,8);NULL;;;;37704;152;
F3I_LOG_TITENS_NFE;INDIC_ALIQ_COFINS;VARCHAR2(1);NULL;;;;37704;153;
F3I_LOG_TITENS_NFE;INDIC_ALIQ_PIS;VARCHAR2(1);NULL;;;;37704;154;
F3I_LOG_TITENS_NFE;DIVERGENCIAS_XML;VARCHAR2(4000);NULL;;;;37704;155;
F3I_LOG_TITENS_NFE;PERC_COFINS_MAJORADO;NUMBER(7,4);NULL;;;;37704;156;
F3I_LOG_TITENS_NFE;VLR_COFINS_MAJORADO;NUMBER(17,8);NULL;;;;37704;157;
F3I_LOG_TITENS_NFE;VLR_PARC_IMPORT;NUMBER(17,8);NULL;;;;37704;158;
F3I_LOG_TITENS_NFE;ALIQ_RED_ICMS_ST;NUMBER(5,2);NULL;;;;37704;159;
F3I_LOG_TITENS_NFE;IND_ENERG_TELCOM_IT;VARCHAR2(2);NULL;;;;37704;160;
F3I_LOG_TITENS_NFE;BASE_DESP_PIS;NUMBER(17,8);NULL;;;;37704;161;
F3I_LOG_TITENS_NFE;BASE_DESP_COFINS;NUMBER(17,8);NULL;;;;37704;162;
F3I_LOG_TITENS_NFE;VLR_PIS_DESP;NUMBER(17,8);NULL;;;;37704;163;
F3I_LOG_TITENS_NFE;VLR_COFINS_DESP;NUMBER(17,8);NULL;;;;37704;164;
F3I_LOG_TITENS_NFE;VLR_DESP_CUSTO_FORA;NUMBER(17,8);NULL;;;;37704;165;
F3I_LOG_TITENS_NFE;VLR_DESP_CUSTO_FORA_SUBTR;NUMBER(17,8);NULL;;;;37704;166;
F3I_LOG_TITENS_NFE;VLR_DESC_DESON;NUMBER(17,8);NULL;;;;37704;167;
F3I_LOG_TITENS_NFE;BASE_CALC_SENAR;NUMBER(17,8);NULL;;;;37704;168;
F3I_LOG_TITENS_NFE;VLR_SENAR;NUMBER(17,8);NULL;;;;37704;169;
F3I_LOG_TITENS_NFE;COD_CNAE;VARCHAR2(8);NULL;;;;37704;170;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_IPI;NUMBER(3,0);NULL;;;;37704;171;
F3I_LOG_TITENS_NFE;CEST;VARCHAR2(7);NULL;;;;37704;172;
F3I_LOG_TITENS_NFE;ALIQ_ICMS_INT_UF_DEST;NUMBER(7,4);NULL;;;;37704;173;
F3I_LOG_TITENS_NFE;ALIQ_ICMS_INTEREST;NUMBER(7,4);NULL;;;;37704;174;
F3I_LOG_TITENS_NFE;BASE_ICMS_UF_DEST;NUMBER(17,8);NULL;;;;37704;175;
F3I_LOG_TITENS_NFE;ALIQ_RED_ICMS_DIF;NUMBER(7,4);NULL;;;;37704;176;
F3I_LOG_TITENS_NFE;PERC_ICMS_INTER;NUMBER(5,2);NULL;;;;37704;177;
F3I_LOG_TITENS_NFE;VLR_ICMS_PART_UF_DEST;NUMBER(17,8);NULL;;;;37704;178;
F3I_LOG_TITENS_NFE;VLR_ICMS_PART_UF_ORIG;NUMBER(17,8);NULL;;;;37704;179;
F3I_LOG_TITENS_NFE;ALIQ_ACRES_ICMS;NUMBER(7,4);NULL;;;;37704;180;
F3I_LOG_TITENS_NFE;VLR_ACRES_ICMS;NUMBER(17,8);NULL;;;;37704;181;
F3I_LOG_TITENS_NFE;TIPO_ALIQ_ACRES_ICMS;NUMBER(1,0);NULL;;;;37704;182;
F3I_LOG_TITENS_NFE;SOMA_ALIQ_ACRES_ICMS;NUMBER(1,0);NULL;;;;37704;183;
F3I_LOG_TITENS_NFE;ALIQ_ACRES_ICMS_ST;NUMBER(7,4);NULL;;;;37704;184;
F3I_LOG_TITENS_NFE;VLR_ACRES_ICMS_ST;NUMBER(17,8);NULL;;;;37704;185;
F3I_LOG_TITENS_NFE;TIPO_ALIQ_ACRES_ICMS_ST;NUMBER(1,0);NULL;;;;37704;186;
F3I_LOG_TITENS_NFE;SOMA_ALIQ_ACRES_ICMS_ST;NUMBER(1,0);NULL;;;;37704;187;
F3I_LOG_TITENS_NFE;NUM_CONTROLE;VARCHAR2(40);NULL;;;;37704;188;
F3I_LOG_TITENS_NFE;UNID_MED_ID_TRIB;NUMBER(10,0);NULL;;;;37704;189;
F3I_LOG_TITENS_NFE;QTDE_TRIB;NUMBER(19,8);NULL;;;;37704;190;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_ICMS_ST;NUMBER(3,0);NULL;;;;37704;191;
F3I_LOG_TITENS_NFE;DISP_LEG_ICMS_ST;VARCHAR2(500);NULL;;;;37704;192;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_RED_ICMS_ST;NUMBER(3,0);NULL;;;;37704;193;
F3I_LOG_TITENS_NFE;DISP_LEG_RED_ICMS_ST;VARCHAR2(500);NULL;;;;37704;194;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_RED_IPI;NUMBER(3,0);NULL;;;;37704;195;
F3I_LOG_TITENS_NFE;DISP_LEG_RED_IPI;VARCHAR2(500);NULL;;;;37704;196;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_PIS;NUMBER(3,0);NULL;;;;37704;197;
F3I_LOG_TITENS_NFE;DISP_LEG_PIS;VARCHAR2(500);NULL;;;;37704;198;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_COFINS;NUMBER(3,0);NULL;;;;37704;199;
F3I_LOG_TITENS_NFE;DISP_LEG_COFINS;VARCHAR2(500);NULL;;;;37704;200;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_DIFERIM_ICMS;NUMBER(3,0);NULL;;;;37704;201;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_RED_ICMS;NUMBER(3,0);NULL;;;;37704;202;
F3I_LOG_TITENS_NFE;COD_DISP_LEG_ICMS;NUMBER(3,0);NULL;;;;37704;203;
F3I_LOG_TITENS_NFE;BASE_CREDITO_IPI;NUMBER(17,8);NULL;;;;37704;204;
F3I_LOG_TITENS_NFE;VLR_CREDITO_IPI;NUMBER(17,8);NULL;;;;37704;205;
F3I_LOG_TITENS_NFE;PAUTA_IPI_ID;NUMBER(10,0);NULL;;;;37704;206;
F3I_LOG_TITENS_NFE;PAUTA_PIS_ID;NUMBER(10,0);NULL;;;;37704;207;
F3I_LOG_TITENS_NFE;PAUTA_COFINS_ID;NUMBER(10,0);NULL;;;;37704;208;
F3I_LOG_TITENS_NFE;QTDE_LITROS;NUMBER(19,8);NULL;;;;37704;209;
F3I_LOG_TITENS_NFE;IND_NATUREZA_FRETE;NUMBER(1,0);NULL;;;;37704;210;
F3I_LOG_TITENS_NFE;FATOR_CONVERSAO;NUMBER(21,10);NULL;;;;37704;211;
F3I_LOG_TITENS_NFE;ALIQ_ACRES_ICMS_SUB_S_CRED;NUMBER(17,8);NULL;;;;37704;212;
F3I_LOG_TITENS_NFE;VLR_ICMS_PROP_S_CRED;NUMBER(17,8);NULL;;;;37704;213;
F3I_LOG_TITENS_NFE;NUM_ITE_XML;NUMBER(4,0);NULL;;;;37704;214;
F3I_LOG_TITENS_NFE;COD_AJ_INFO_ADIC_APUR;VARCHAR2(10);NULL;;;;37704;215;
F3I_LOG_TITENS_NFE;VLR_ICMS_DESON;NUMBER(17,8);NULL;;;;37704;216;
F3I_LOG_TITENS_NFE;COD_RESP_RET;NUMBER(1,0);NULL;;;;37704;217;
F3I_LOG_TITENS_NFE;VLR_ICMS_EFET_DEV;NUMBER(13,2);NULL;;;;37704;218;
F3I_LOG_TITENS_NFE;ALIQ_ICMS_EFET_DEV;NUMBER(7,4);NULL;;;;37704;219;
F3I_LOG_TITENS_NFE;BASE_CALC_EFET_DEV;NUMBER(13,2);NULL;;;;37704;220;
F3I_LOG_TITENS_NFE;PERC_RED_BC_EFET_DEV;NUMBER(7,4);NULL;;;;37704;221;
F3I_LOG_TITENS_NFE;ALIQ_ICMS_INTERNO_ITNFS;NUMBER(7,4);NULL;;;;37704;222;
F3I_LOG_TITENS_NFE;VLR_FUNRURAL_EMBUTIDO_NO_DESC;NUMBER(1,0);NULL;;;;37704;223;
F3I_LOG_TITENS_NFE;VLR_SENAR_EMBUTIDO_NO_DESC;NUMBER(1,0);NULL;;;;37704;224;
F3I_LOG_TITENS_NFE;COD_DA;VARCHAR2(1);NULL;;;;37704;225;
F3I_LOG_TITENS_NFE;NUM_DA;VARCHAR2(255);NULL;;;;37704;226;
F3I_LOG_TITENS_NFE;BASE_CALC_GILRAT;NUMBER(17,8);NULL;;;;37704;227;
F3I_LOG_TITENS_NFE;VLR_GILRAT;NUMBER(17,8);NULL;;;;37704;228;
F3I_LOG_TITENS_NFE;CALL_STACK;VARCHAR2(4000);NULL;;;;37704;229;
F3I_LOG_TITENS_NFE;NAT_RENDIMENTO;VARCHAR2(9);NULL;;;;37704;230;
F3I_LOG_TITENS_NFE;BASE_CALC_SEST_SENAT;NUMBER(17,8);NULL;;;;37704;231;
F3I_LOG_TITENS_NFE;VLR_SEST_SENAT;NUMBER(17,8);NULL;;;;37704;232;
F3I_LOG_TITENS_NFE;QTDE_TRIB_MONO_RET_ANT;NUMBER(15,4);NULL;;;;37704;233;
F3I_LOG_TITENS_NFE;ALIQ_AD_REM_MONO_RET_ANT;NUMBER(7,4);NULL;;;;37704;234;
F3I_LOG_TITENS_NFE;VLR_ICMS_MONO_RET_ANT;NUMBER(15,2);NULL;;;;37704;235;
F3I_LOG_TITENS_NFE_CC;NUM_SEQ_LOG;NUMBER(20,0);NOT NULL;;;;52537;1;
F3I_LOG_TITENS_NFE_CC;DTA_OPERACAO_LOG;DATE;NOT NULL;;;;52537;2;
F3I_LOG_TITENS_NFE_CC;COD_OPERACAO_LOG;VARCHAR2(1);NOT NULL;;;;52537;3;
F3I_LOG_TITENS_NFE_CC;DES_USUARIO_BANCO_LOG;VARCHAR2(400);NULL;Tem Default;;;52537;4;
F3I_LOG_TITENS_NFE_CC;DES_USUARIO_FOCCO3I_LOG;VARCHAR2(400);NULL;Tem Default;;;52537;5;
F3I_LOG_TITENS_NFE_CC;DES_ESTACAO_LOG;VARCHAR2(200);NULL;Tem Default;;;52537;6;
F3I_LOG_TITENS_NFE_CC;IND_TIPO_LOG;NUMBER(1,0);NOT NULL;;;;52537;7;
F3I_LOG_TITENS_NFE_CC;ID;NUMBER(10,0);NULL;;;;52537;8;
F3I_LOG_TITENS_NFE_CC;PERC_RATEIO;NUMBER;NULL;;;;52537;9;
F3I_LOG_TITENS_NFE_CC;EMP_CC_ID;NUMBER(10,0);NULL;;;;52537;10;
F3I_LOG_TITENS_NFE_CC;ITNFECTA_ID;NUMBER(10,0);NULL;;;;52537;11;
F3I_LOG_TITENS_NFE_CC;VLR_PROD;NUMBER(17,8);NULL;;;;52537;12;
F3I_LOG_TITENS_NFE_CC;VLR_CONTABIL;NUMBER(17,8);NULL;;;;52537;13;
F3I_LOG_TITENS_NFE_CC;VLR_IPI;NUMBER(17,8);NULL;;;;52537;14;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS;NUMBER(17,8);NULL;;;;52537;15;
F3I_LOG_TITENS_NFE_CC;VLR_COFINS;NUMBER(17,8);NULL;;;;52537;16;
F3I_LOG_TITENS_NFE_CC;VLR_PIS;NUMBER(17,8);NULL;;;;52537;17;
F3I_LOG_TITENS_NFE_CC;VLR_INSS;NUMBER(17,8);NULL;;;;52537;18;
F3I_LOG_TITENS_NFE_CC;VLR_ISSQN;NUMBER(17,8);NULL;;;;52537;19;
F3I_LOG_TITENS_NFE_CC;VLR_IR;NUMBER(17,8);NULL;;;;52537;20;
F3I_LOG_TITENS_NFE_CC;VLR_FUNRURAL;NUMBER(17,8);NULL;;;;52537;21;
F3I_LOG_TITENS_NFE_CC;VLR_PIS_COFINS_CSLL;NUMBER(17,8);NULL;;;;52537;22;
F3I_LOG_TITENS_NFE_CC;VLR_PIS_SERV;NUMBER(17,8);NULL;;;;52537;23;
F3I_LOG_TITENS_NFE_CC;VLR_COFINS_SERV;NUMBER(17,8);NULL;;;;52537;24;
F3I_LOG_TITENS_NFE_CC;VLR_CSLL_SERV;NUMBER(17,8);NULL;;;;52537;25;
F3I_LOG_TITENS_NFE_CC;USU_ID;NUMBER(10,0);NULL;;;;52537;26;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS_SUB;NUMBER(17,8);NULL;;;;52537;27;
F3I_LOG_TITENS_NFE_CC;VLR_SENAR;NUMBER(17,8);NULL;;;;52537;28;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS_PART_UF_ORIG;NUMBER(17,8);NULL;;;;52537;29;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS_PART_UF_DEST;NUMBER(17,8);NULL;;;;52537;30;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS_FCP;NUMBER(17,8);NULL;;;;52537;31;
F3I_LOG_TITENS_NFE_CC;VLR_ICMS_ST_FCP;NUMBER(17,8);NULL;;;;52537;32;
F3I_LOG_TITENS_NFE_CC;VLR_CREDITO_ICMS;NUMBER(17,8);NULL;;;;52537;33;
F3I_LOG_TITENS_NFE_CC;VLR_CREDITO_IPI;NUMBER(17,8);NULL;;;;52537;34;
F3I_LOG_TITENS_NFE_CC;CALL_STACK;VARCHAR2(4000);NULL;;;;52537;35;
F3I_LOG_TITENS_NFE_CC;VLR_SEST_SENAT;NUMBER(17,8);NULL;;;;52537;36;
F3I_LOG_TITENS_NFE_CC;VLR_DIF_ICMS;NUMBER(17,8);NULL;;;;52537;37;
F3I_LOG_TITENS_NFE_CTA;NUM_SEQ_LOG;NUMBER(20,0);NOT NULL;;;;52715;1;
F3I_LOG_TITENS_NFE_CTA;DTA_OPERACAO_LOG;DATE;NOT NULL;;;;52715;2;
F3I_LOG_TITENS_NFE_CTA;COD_OPERACAO_LOG;VARCHAR2(1);NOT NULL;;;;52715;3;
F3I_LOG_TITENS_NFE_CTA;DES_USUARIO_BANCO_LOG;VARCHAR2(400);NULL;Tem Default;;;52715;4;
F3I_LOG_TITENS_NFE_CTA;DES_USUARIO_FOCCO3I_LOG;VARCHAR2(400);NULL;Tem Default;;;52715;5;
F3I_LOG_TITENS_NFE_CTA;DES_ESTACAO_LOG;VARCHAR2(200);NULL;Tem Default;;;52715;6;
F3I_LOG_TITENS_NFE_CTA;IND_TIPO_LOG;NUMBER(1,0);NOT NULL;;;;52715;7;
F3I_LOG_TITENS_NFE_CTA;ID;NUMBER(10,0);NULL;;;;52715;8;
F3I_LOG_TITENS_NFE_CTA;PERC_RATEIO;NUMBER(7,4);NULL;;;;52715;9;
F3I_LOG_TITENS_NFE_CTA;VLR_PROD;NUMBER(17,8);NULL;;;;52715;10;
F3I_LOG_TITENS_NFE_CTA;VLR_CONTABIL;NUMBER(17,8);NULL;;;;52715;11;
F3I_LOG_TITENS_NFE_CTA;VLR_IPI;NUMBER(17,8);NULL;;;;52715;12;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS;NUMBER(17,8);NULL;;;;52715;13;
F3I_LOG_TITENS_NFE_CTA;ITNFE_ID;NUMBER(10,0);NULL;;;;52715;14;
F3I_LOG_TITENS_NFE_CTA;EMP_CTA_ID;NUMBER(10,0);NULL;;;;52715;15;
F3I_LOG_TITENS_NFE_CTA;VLR_COFINS;NUMBER(17,8);NULL;;;;52715;16;
F3I_LOG_TITENS_NFE_CTA;VLR_PIS;NUMBER(17,8);NULL;;;;52715;17;
F3I_LOG_TITENS_NFE_CTA;VLR_INSS;NUMBER(17,8);NULL;;;;52715;18;
F3I_LOG_TITENS_NFE_CTA;VLR_ISSQN;NUMBER(17,8);NULL;;;;52715;19;
F3I_LOG_TITENS_NFE_CTA;VLR_IR;NUMBER(17,8);NULL;;;;52715;20;
F3I_LOG_TITENS_NFE_CTA;VLR_FUNRURAL;NUMBER(17,8);NULL;;;;52715;21;
F3I_LOG_TITENS_NFE_CTA;VLR_PIS_COFINS_CSLL;NUMBER(17,8);NULL;;;;52715;22;
F3I_LOG_TITENS_NFE_CTA;VLR_PIS_SERV;NUMBER(17,8);NULL;;;;52715;23;
F3I_LOG_TITENS_NFE_CTA;VLR_COFINS_SERV;NUMBER(17,8);NULL;;;;52715;24;
F3I_LOG_TITENS_NFE_CTA;VLR_CSLL_SERV;NUMBER(17,8);NULL;;;;52715;25;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS_SUB;NUMBER(17,8);NULL;;;;52715;26;
F3I_LOG_TITENS_NFE_CTA;VLR_SENAR;NUMBER(17,8);NULL;;;;52715;27;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS_PART_UF_ORIG;NUMBER(17,8);NULL;;;;52715;28;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS_PART_UF_DEST;NUMBER(17,8);NULL;;;;52715;29;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS_FCP;NUMBER(17,8);NULL;;;;52715;30;
F3I_LOG_TITENS_NFE_CTA;VLR_ICMS_ST_FCP;NUMBER(17,8);NULL;;;;52715;31;
F3I_LOG_TITENS_NFE_CTA;VLR_CREDITO_ICMS;NUMBER(17,8);NULL;;;;52715;32;
F3I_LOG_TITENS_NFE_CTA;VLR_CREDITO_IPI;NUMBER(17,8);NULL;;;;52715;33;
F3I_LOG_TITENS_NFE_CTA;CALL_STACK;VARCHAR2(4000);NULL;;;;52715;34;
F3I_LOG_TITENS_NFE_CTA;VLR_SEST_SENAT;NUMBER(17,8);NULL;;;;52715;35;
F3I_LOG_TITENS_NFE_CTA;VLR_DIF_ICMS;NUMBER(17,8);NULL;;;;52715;36;
F3I_LOG_TITENS_NFS;NUM_SEQ_LOG;NUMBER(20,0);NOT NULL;;;;65948;1;
F3I_LOG_TITENS_NFS;DTA_OPERACAO_LOG;DATE;NOT NULL;;;;65948;2;
F3I_LOG_TITENS_NFS;COD_OPERACAO_LOG;VARCHAR2(1);NOT NULL;;;;65948;3;
F3I_LOG_TITENS_NFS;DES_USUARIO_BANCO_LOG;VARCHAR2(400);NULL;Tem Default;;;65948;4;
F3I_LOG_TITENS_NFS;DES_USUARIO_FOCCO3I_LOG;VARCHAR2(400);NULL;Tem Default;;;65948;5;
F3I_LOG_TITENS_NFS;DES_ESTACAO_LOG;VARCHAR2(200);NULL;Tem Default;;;65948;6;
F3I_LOG_TITENS_NFS;IND_TIPO_LOG;NUMBER(1,0);NOT NULL;;;;65948;7;
F3I_LOG_TITENS_NFS;ID;NUMBER(10,0);NULL;;;;65948;8;
F3I_LOG_TITENS_NFS;NFS_ID;NUMBER(10,0);NULL;;;;65948;9;
F3I_LOG_TITENS_NFS;NUM_ITEM;NUMBER(4,0);NULL;;;;65948;10;
F3I_LOG_TITENS_NFS;DESCRICAO;VARCHAR2(500);NULL;;;;65948;11;
F3I_LOG_TITENS_NFS;QTDE;NUMBER(19,8);NULL;;;;65948;12;
F3I_LOG_TITENS_NFS;TPNF_ID;NUMBER(10,0);NULL;;;;65948;13;
F3I_LOG_TITENS_NFS;ALIQ_ICMS;NUMBER(5,2);NULL;;;;65948;14;
F3I_LOG_TITENS_NFS;ALIQ_RED_ICMS;NUMBER(6,3);NULL;;;;65948;15;
F3I_LOG_TITENS_NFS;ALIQ_SUB_ICMS;NUMBER(6,3);NULL;;;;65948;16;
F3I_LOG_TITENS_NFS;ALIQ_IPI;NUMBER(7,4);NULL;;;;65948;17;
F3I_LOG_TITENS_NFS;ALIQ_RED_IPI;NUMBER(5,3);NULL;;;;65948;18;
F3I_LOG_TITENS_NFS;BASE_ICMS;NUMBER(17,8);NULL;;;;65948;19;
F3I_LOG_TITENS_NFS;BASE_SUB_ICMS;NUMBER(17,8);NULL;;;;65948;20;
F3I_LOG_TITENS_NFS;BASE_SUB_FRE_ICMS;NUMBER(17,8);NULL;;;;65948;21;
F3I_LOG_TITENS_NFS;BASE_IPI;NUMBER(17,8);NULL;;;;65948;22;
F3I_LOG_TITENS_NFS;PRECO_UNIT;NUMBER(17,8);NULL;;;;65948;23;
F3I_LOG_TITENS_NFS;VLR_BRUTO;NUMBER(17,8);NULL;;;;65948;24;
F3I_LOG_TITENS_NFS;VLR_LIQ;NUMBER(17,8);NULL;;;;65948;25;
F3I_LOG_TITENS_NFS;VLR_DESC;NUMBER(17,8);NULL;;;;65948;26;
F3I_LOG_TITENS_NFS;VLR_ACRES;NUMBER(17,8);NULL;;;;65948;27;
F3I_LOG_TITENS_NFS;VLR_ICMS;NUMBER(17,8);NULL;;;;65948;28;
F3I_LOG_TITENS_NFS;VLR_ISEN_ICMS;NUMBER(17,8);NULL;;;;65948;29;
F3I_LOG_TITENS_NFS;VLR_OUT_ICMS;NUMBER(17,8);NULL;;;;65948;30;
F3I_LOG_TITENS_NFS;VLR_SUB_ICMS;NUMBER(17,8);NULL;;;;65948;31;
